,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
21,Miss You,Oliver Tree,['alternative hip hop'],83,93,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.146,0.199,145.007,France
22,Coco,Lorenzo,"['french hip hop', 'rap conscient']",71,74,0.712,0.493,6,-7.778,1,0.075,0.591,0.135,0.549,132.827,France
23,SNAP,Rosa Linn,['alt z'],77,49,0.565,0.636,0,-8.198,1,0.0638,0.107,0.447,0.525,170.01,France
24,Meuda,Tiakola,['pop urbaine'],75,74,0.724,0.593,9,-6.498,1,0.0766,0.508,0.196,0.624,141.901,France
25,Freed from Desire,Gala,"['eurodance', 'europop', 'hip house']",64,40,0.715,0.76,2,-7.534,0,0.0408,0.389,0.107,0.667,128.984,France
26,CP_009_ Évidemment,Orelsan,"['french hip hop', 'old school rap francais', 'rap conscient']",73,73,0.713,0.67,9,-6.447,0,0.305,0.113,0.52,0.457,120.76,France
27,Ma Came,Dertay,[],52,68,0.877,0.621,11,-7.161,0,0.104,0.475,0.241,0.876,118.005,France
28,PETETE,Gambi,"['french hip hop', 'pop urbaine', 'rap francais']",62,75,0.752,0.669,10,-9.817,0,0.251,0.167,0.0795,0.627,155.997,France
29,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,France
30,RAPPEL,Gazo,"['drill francais', 'rap francais']",77,72,0.486,0.786,4,-6.468,0,0.209,0.441,0.077,0.534,94.644,France
31,Namek,Jul,"['francoton', 'rap marseille']",82,68,0.64,0.541,7,-7.731,0,0.162,0.755,0.0966,0.765,88.127,France
32,À peu près,Lomepal,"['french hip hop', 'rap conscient']",73,74,0.739,0.682,10,-6.811,1,0.0561,0.089,0.526,0.638,129.983,France
33,Δ. Dieu ne ment jamais,Damso,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']",77,74,0.756,0.736,11,-7.719,1,0.0443,0.0597,0.0373,0.612,115.985,France
34,Calm Down (with Selena Gomez),Rema,['nigerian pop'],81,93,0.801,0.806,11,-5.206,1,0.0381,0.382,0.114,0.802,106.999,France
35,Another Love,Tom Odell,"['chill pop', 'pop']",80,66,0.442,0.538,4,-8.55,0,0.0451,0.717,0.09,0.139,122.758,France
36,Solitaire,Werenoi,"['french hip hop', 'pop urbaine', 'rap francais']",67,69,0.765,0.744,1,-9.147,0,0.0644,0.244,0.0966,0.523,117.989,France
37,Doja,Central Cee,['melodic drill'],83,88,0.911,0.573,6,-7.43,1,0.288,0.38,0.403,0.972,140.04,France
38,CUFF IT,Beyoncé,"['dance pop', 'pop', 'r&b']",87,92,0.78,0.689,7,-5.668,1,0.141,0.0368,0.0698,0.642,115.042,France
39,Shining Light,Aime Simone,[],57,72,0.661,0.425,4,-11.185,0,0.0372,0.2,0.104,0.252,115.923,France
40,Cœur blanc,Jul,"['francoton', 'rap marseille']",82,71,0.882,0.716,9,-7.061,0,0.0748,0.00973,0.0772,0.519,135.999,France
41,Pas bête,Beendo Z,"['pop urbaine', 'rap francais']",61,73,0.734,0.532,7,-9.038,0,0.102,0.361,0.105,0.491,138.043,France
42,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",90,77,0.247,0.299,9,-6.083,1,0.0315,0.899,0.131,0.172,177.115,France
43,La vie qu'on mène,Ninho,"['french hip hop', 'pop urbaine']",80,73,0.8,0.756,7,-4.4,0,0.0367,0.687,0.111,0.456,113.204,France
44,Gasolina (feat. Rsko),Tiakola,['pop urbaine'],75,73,0.684,0.493,6,-7.946,0,0.124,0.517,0.0672,0.501,119.087,France
45,Sharks,Imagine Dragons,"['modern rock', 'rock']",89,74,0.927,0.642,10,-4.466,0,0.0657,0.00791,0.279,0.901,123.969,France
46,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix",PEDRO SAMPAIO,"['funk carioca', 'funk rj']",71,76,0.763,0.669,9,-4.402,0,0.0651,0.156,0.0867,0.609,135.028,France
47,Salomé,Tayc,['pop urbaine'],74,71,0.657,0.538,0,-6.287,0,0.192,0.139,0.12,0.189,133.758,France
48,Des milliers de je t'aime,Slimane,"['francoton', 'french pop']",65,70,0.545,0.552,6,-6.049,0,0.064,0.738,0.0814,0.276,134.8,France
49,Peur (feat. Ziak),Kerchak,[],67,65,0.701,0.834,9,-5.024,1,0.364,0.196,0.0264,0.799,159.964,France
