,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
23,Under The Influence,Chris Brown,"['dance pop', 'r&b']",89,94,0.733,0.69,9,-5.529,0,0.0427,0.0635,0.105,0.31,116.992,Global
24,Mockingbird,Eminem,"['detroit hip hop', 'hip hop', 'rap']",92,92,0.637,0.678,0,-3.798,1,0.266,0.209,0.156,0.254,84.039,Global
25,Miss You,Oliver Tree,['alternative hip hop'],83,93,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.146,0.199,145.007,Global
26,Here With Me,d4vd,['bedroom pop'],81,92,0.574,0.469,4,-8.209,1,0.0254,0.534,0.128,0.288,132.023,Global
27,Efecto,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.801,0.475,7,-8.797,0,0.0516,0.141,0.0639,0.234,98.047,Global
28,I Wanna Be Yours,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88,93,0.464,0.417,0,-9.345,0,0.0256,0.136,0.0974,0.479,67.528,Global
29,Ditto,NewJeans,"['k-pop', 'k-pop girl group']",79,88,0.814,0.641,6,-5.957,0,0.111,0.027,0.0993,0.183,133.854,Global
30,Bad Habit,Steve Lacy,['afrofuturism'],85,87,0.686,0.494,1,-7.093,1,0.0355,0.613,0.402,0.7,168.946,Global
31,Ojitos Lindos,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,93,0.647,0.686,3,-5.745,0,0.0413,0.08,0.528,0.268,79.928,Global
32,Bloody Mary,Lady Gaga,"['art pop', 'dance pop', 'pop']",87,80,0.591,0.637,9,-6.365,0,0.03,0.0107,0.113,0.432,99.998,Global
33,DESPECHÁ,ROSALÍA,['r&b en espanol'],86,86,0.914,0.622,7,-6.538,1,0.0892,0.146,0.0632,0.77,130.04,Global
34,Nobody Gets Me,SZA,"['pop', 'r&b']",94,91,0.358,0.284,7,-8.285,1,0.0285,0.805,0.183,0.276,99.796,Global
35,Sweater Weather,The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,92,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.101,0.398,124.053,Global
36,SNAP,Rosa Linn,['alt z'],77,49,0.565,0.636,0,-8.198,1,0.0638,0.107,0.447,0.525,170.01,Global
37,Romantic Homicide,d4vd,['bedroom pop'],81,93,0.571,0.544,6,-10.613,1,0.0299,0.453,0.322,0.216,132.052,Global
38,Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",79,87,0.761,0.525,11,-6.9,1,0.0944,0.44,0.0921,0.531,80.87,Global
39,Feliz Cumpleaños Ferxxo,Feid,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'urbano latino']",91,87,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.305,0.563,94.999,Global
40,CUFF IT,Beyoncé,"['dance pop', 'pop', 'r&b']",87,92,0.78,0.689,7,-5.668,1,0.141,0.0368,0.0698,0.642,115.042,Global
41,STAY (with Justin Bieber),The Kid LAROI,"['australian hip hop', 'pop']",82,86,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.103,0.478,169.928,Global
42,Bones,Imagine Dragons,"['modern rock', 'rock']",89,85,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.074,0.587,114.061,Global
43,Just Wanna Rock,Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",87,90,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.0642,0.0385,150.187,Global
44,LOKERA,Rauw Alejandro,"['puerto rican pop', 'trap latino', 'urbano latino']",91,85,0.836,0.826,11,-2.66,0,0.0461,0.213,0.0814,0.579,102.025,Global
45,Starboy,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",96,90,0.679,0.587,7,-7.015,1,0.276,0.141,0.137,0.486,186.003,Global
46,Neverita,Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",100,91,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.143,0.428,122.016,Global
47,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,['rap'],92,88,0.526,0.606,5,-5.3,0,0.259,0.152,0.194,0.492,116.622,Global
48,Glimpse of Us,Joji,['viral pop'],87,83,0.44,0.317,8,-9.258,1,0.0531,0.891,0.141,0.268,169.914,Global
49,Blinding Lights,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",96,90,0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0897,0.334,171.005,Global
