,name,artist,genre,artist popularity,song popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,country
26,As It Was,Harry Styles,['pop'],90,92,0.52,0.731,6,-5.338,0,0.0557,0.342,0.311,0.662,173.93,Germany
27,Nachts wach,Miksu / Macloud,['german hip hop'],71,73,0.719,0.685,6,-7.083,0,0.257,0.569,0.263,0.632,136.172,Germany
28,Belly Dancer,Imanbek,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']",76,85,0.845,0.797,1,-4.984,1,0.139,0.0582,0.167,0.422,121.985,Germany
29,Liebst du mich,Sido,['german hip hop'],76,65,0.69,0.783,3,-6.924,1,0.0709,0.00402,0.114,0.814,105.0,Germany
30,Powerade,Ion Miles,"['german cloud rap', 'german hip hop', 'german trap']",63,69,0.89,0.72,6,-5.202,0,0.0729,0.193,0.641,0.935,150.09,Germany
31,SNAP,Rosa Linn,['alt z'],77,49,0.565,0.636,0,-8.198,1,0.0638,0.107,0.447,0.525,170.01,Germany
32,How Do I Say Goodbye,Dean Lewis,"['australian pop', 'pop']",79,76,0.4,0.641,8,-6.303,1,0.0674,0.214,0.0656,0.393,81.552,Germany
33,Du Fehlst,Eddin,"['german hip hop', 'german trap']",63,74,0.638,0.442,0,-10.121,0,0.052,0.0993,0.173,0.376,138.859,Germany
34,Layla,DJ Robin,['partyschlager'],59,67,0.448,0.921,5,-3.468,0,0.0687,0.00124,0.383,0.375,140.067,Germany
35,Made You Look,Meghan Trainor,"['dance pop', 'hip pop', 'pop']",86,94,0.838,0.525,10,-3.562,1,0.0665,0.345,0.0771,0.884,144.981,Germany
36,Follow,Kontra K,"['christlicher rap', 'german hip hop']",73,74,0.719,0.628,8,-6.269,0,0.211,0.0733,0.119,0.472,139.957,Germany
37,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,"['lgbtq+ hip hop', 'pop']",83,89,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0892,0.308,141.872,Germany
38,Party Sahne,Ski Aggu,"['german hip hop', 'german trap']",63,58,0.843,0.928,5,-4.988,0,0.0854,0.0775,0.258,0.725,135.978,Germany
39,Sehnsucht,Miksu / Macloud,['german hip hop'],71,72,0.804,0.645,6,-7.069,0,0.0773,0.642,0.173,0.912,142.09,Germany
40,Another Love,OsTEKKe,[],59,75,0.63,0.458,6,-14.172,1,0.0718,0.15,0.108,0.208,170.042,Germany
41,10:35,Tiësto,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']",84,87,0.696,0.793,8,-5.733,1,0.097,0.0683,0.18,0.698,120.003,Germany
42,Under The Influence,Chris Brown,"['dance pop', 'r&b']",89,94,0.733,0.69,9,-5.529,0,0.0427,0.0635,0.105,0.31,116.992,Germany
43,I Ain't Worried,OneRepublic,"['piano rock', 'pop']",85,94,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.0546,0.825,139.994,Germany
44,Nur für Dich,Kontra K,"['christlicher rap', 'german hip hop']",73,73,0.67,0.498,6,-8.236,0,0.332,0.722,0.116,0.355,81.914,Germany
45,Heavy Metal Love,twocolors,"['dance pop', 'edm', 'pop dance', 'pop edm', 'tropical house']",65,75,0.768,0.767,5,-8.06,0,0.0358,0.194,0.121,0.457,125.029,Germany
46,PARADISE (MIT DIR),Liaze,"['german hip hop', 'german trap']",61,73,0.666,0.534,2,-8.495,0,0.0828,0.269,0.068,0.392,139.998,Germany
47,Der Berg ruft,Bausa,['german hip hop'],66,71,0.895,0.763,0,-7.267,1,0.261,0.239,0.314,0.525,129.994,Germany
48,Rich Flex,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,95,0.561,0.52,11,-9.342,0,0.244,0.0503,0.355,0.424,153.15,Germany
49,Someone Else,ClockClock,[],61,72,0.817,0.784,5,-4.971,0,0.0463,0.119,0.13,0.537,131.995,Germany
